"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Utah"	"49"	"2007"	"2007"	4335	2370856	182.85
	"Utah"	"49"	"2008"	"2008"	4189	2427838	172.54
	"Utah"	"49"	"2009"	"2009"	4321	2480027	174.23
	"Utah"	"49"	"2010"	"2010"	4337	2514423	172.48
	"Utah"	"49"	"2011"	"2011"	4544	2558001	177.64
	"Utah"	"49"	"2012"	"2012"	4576	2583868	177.10
	"Utah"	"49"	"2013"	"2013"	4652	2617237	177.74
	"Utah"	"49"	"2014"	"2014"	4874	2647642	184.09
	"Utah"	"49"	"2015"	"2015"	5038	2688052	187.42
	"Utah"	"49"	"2016"	"2016"	5212	2730053	190.91
"Total"	"Utah"	"49"			75390	42796892	176.16
	"Vermont"	"50"	"1999"	"1999"	1105	528060	209.26
	"Vermont"	"50"	"2000"	"2000"	1104	531317	207.79
	"Vermont"	"50"	"2001"	"2001"	1108	534118	207.44
	"Vermont"	"50"	"2002"	"2002"	1105	536725	205.88
	"Vermont"	"50"	"2003"	"2003"	1128	538445	209.49
	"Vermont"	"50"	"2004"	"2004"	1101	539661	204.02
	"Vermont"	"50"	"2005"	"2005"	1105	540029	204.62
	"Vermont"	"50"	"2006"	"2006"	1220	540005	225.92
	"Vermont"	"50"	"2007"	"2007"	1188	538795	220.49
	"Vermont"	"50"	"2008"	"2008"	1210	536909	225.36
	"Vermont"	"50"	"2009"	"2009"	1149	535502	214.57
	"Vermont"	"50"	"2010"	"2010"	1190	534663	222.57
	"Vermont"	"50"	"2011"	"2011"	1291	532309	242.53
	"Vermont"	"50"	"2012"	"2012"	1199	527567	227.27
	"Vermont"	"50"	"2013"	"2013"	1242	524157	236.95
	"Vermont"	"50"	"2014"	"2014"	1225	520363	235.41
	"Vermont"	"50"	"2015"	"2015"	1325	516149	256.71
	"Vermont"	"50"	"2016"	"2016"	1340	511662	261.89
"Total"	"Vermont"	"50"			21335	9566436	223.02
	"Virginia"	"51"	"1999"	"1999"	14644	6215039	235.62
	"Virginia"	"51"	"2000"	"2000"	15111	6286182	240.38
	"Virginia"	"51"	"2001"	"2001"	15293	6392223	239.24
	"Virginia"	"51"	"2002"	"2002"	15552	6469219	240.40
	"Virginia"	"51"	"2003"	"2003"	16095	6536072	246.25
	"Virginia"	"51"	"2004"	"2004"	15656	6632064	236.07
	"Virginia"	"51"	"2005"	"2005"	16496	6715075	245.66
	"Virginia"	"51"	"2006"	"2006"	16313	6793418	240.13
	"Virginia"	"51"	"2007"	"2007"	16612	6850609	242.49
	"Virginia"	"51"	"2008"	"2008"	16513	6903122	239.21
	"Virginia"	"51"	"2009"	"2009"	16522	6969016	237.08
	"Virginia"	"51"	"2010"	"2010"	16293	7024087	231.96
	"Virginia"	"51"	"2011"	"2011"	16762	7085541	236.57
	"Virginia"	"51"	"2012"	"2012"	16662	7123362	233.91
	"Virginia"	"51"	"2013"	"2013"	16807	7155024	234.90
	"Virginia"	"51"	"2014"	"2014"	17169	7179403	239.14
	"Virginia"	"51"	"2015"	"2015"	17600	7194600	244.63
	"Virginia"	"51"	"2016"	"2016"	18034	7183064	251.06
"Total"	"Virginia"	"51"			294134	122707120	239.70
	"Washington"	"53"	"1999"	"1999"	10344	5185209	199.49
	"Washington"	"53"	"2000"	"2000"	10550	5231973	201.64
	"Washington"	"53"	"2001"	"2001"	10739	5315766	202.02
	"Washington"	"53"	"2002"	"2002"	11375	5374899	211.63
	"Washington"	"53"	"2003"	"2003"	11596	5417005	214.07
	"Washington"	"53"	"2004"	"2004"	11624	5479638	212.13
	"Washington"	"53"	"2005"	"2005"	11932	5543734	215.23
	"Washington"	"53"	"2006"	"2006"	12112	5636802	214.87
	"Washington"	"53"	"2007"	"2007"	12327	5708654	215.94
	"Washington"	"53"	"2008"	"2008"	12744	5784738	220.30
	"Washington"	"53"	"2009"	"2009"	12863	5860810	219.47
	"Washington"	"53"	"2010"	"2010"	12592	5896863	213.54
	"Washington"	"53"	"2011"	"2011"	12856	5965165	215.52
	"Washington"	"53"	"2012"	"2012"	12981	5988595	216.76
	"Washington"	"53"	"2013"	"2013"	13124	6020322	217.99
	"Washington"	"53"	"2014"	"2014"	13507	6068775	222.57
	"Washington"	"53"	"2015"	"2015"	13770	6134305	224.48
	"Washington"	"53"	"2016"	"2016"	13612	6206937	219.30
"Total"	"Washington"	"53"			220648	102820190	214.60
	"West Virginia"	"54"	"1999"	"1999"	4793	1535003	312.25
	"West Virginia"	"54"	"2000"	"2000"	4944	1531449	322.83
	"West Virginia"	"54"	"2001"	"2001"	4989	1524578	327.24
	"West Virginia"	"54"	"2002"	"2002"	5214	1527886	341.26
	"West Virginia"	"54"	"2003"	"2003"	5297	1533070	345.52
	"West Virginia"	"54"	"2004"	"2004"	5326	1536497	346.63
	"West Virginia"	"54"	"2005"	"2005"	5451	1539231	354.14
	"West Virginia"	"54"	"2006"	"2006"	5610	1543807	363.39
	"West Virginia"	"54"	"2007"	"2007"	5890	1546577	380.84
	"West Virginia"	"54"	"2008"	"2008"	5826	1548396	376.26
	"West Virginia"	"54"	"2009"	"2009"	5985	1552826	385.43
	"West Virginia"	"54"	"2010"	"2010"	5927	1555590	381.01
	"West Virginia"	"54"	"2011"	"2011"	6231	1554394	400.86
	"West Virginia"	"54"	"2012"	"2012"	6214	1543464	402.60
	"West Virginia"	"54"	"2013"	"2013"	6154	1534263	401.10
	"West Virginia"	"54"	"2014"	"2014"	6245	1521714	410.39
	"West Virginia"	"54"	"2015"	"2015"	6413	1507840	425.31
	"West Virginia"	"54"	"2016"	"2016"	6608	1487585	444.21
"Total"	"West Virginia"	"54"			103117	27624170	373.29
	"Wisconsin"	"55"	"1999"	"1999"	9490	4631473	204.90
	"Wisconsin"	"55"	"2000"	"2000"	9729	4661122	208.73
	"Wisconsin"	"55"	"2001"	"2001"	9930	4701930	211.19
	"Wisconsin"	"55"	"2002"	"2002"	10317	4736651	217.81
	"Wisconsin"	"55"	"2003"	"2003"	10220	4766065	214.43
	"Wisconsin"	"55"	"2004"	"2004"	9998	4795735	208.48
	"Wisconsin"	"55"	"2005"	"2005"	10647	4822142	220.79
	"Wisconsin"	"55"	"2006"	"2006"	10386	4846697	214.29
	"Wisconsin"	"55"	"2007"	"2007"	10887	4869907	223.56
	"Wisconsin"	"55"	"2008"	"2008"	10754	4885134	220.14
	"Wisconsin"	"55"	"2009"	"2009"	10661	4901328	217.51
	"Wisconsin"	"55"	"2010"	"2010"	10825	4909672	220.48
	"Wisconsin"	"55"	"2011"	"2011"	11311	4919147	229.94
	"Wisconsin"	"55"	"2012"	"2012"	11181	4901898	228.10
	"Wisconsin"	"55"	"2013"	"2013"	11519	4892746	235.43
	"Wisconsin"	"55"	"2014"	"2014"	11486	4881696	235.29
	"Wisconsin"	"55"	"2015"	"2015"	11622	4869203	238.68
	"Wisconsin"	"55"	"2016"	"2016"	12168	4850290	250.87
"Total"	"Wisconsin"	"55"			193131	86842836	222.39
	"Wyoming"	"56"	"1999"	"1999"	1063	434946	244.40
	"Wyoming"	"56"	"2000"	"2000"	1036	436089	237.57
	"Wyoming"	"56"	"2001"	"2001"	1105	436152	253.35
	"Wyoming"	"56"	"2002"	"2002"	1138	440878	258.12
	"Wyoming"	"56"	"2003"	"2003"	1198	443258	270.27
	"Wyoming"	"56"	"2004"	"2004"	1146	447930	255.84
	"Wyoming"	"56"	"2005"	"2005"	1213	451970	268.38
	"Wyoming"	"56"	"2006"	"2006"	1257	459357	273.64
	"Wyoming"	"56"	"2007"	"2007"	1294	470112	275.25
	"Wyoming"	"56"	"2008"	"2008"	1293	479365	269.73
	"Wyoming"	"56"	"2009"	"2009"	1268	491244	258.12
	"Wyoming"	"56"	"2010"	"2010"	1372	493536	277.99
	"Wyoming"	"56"	"2011"	"2011"	1331	495891	268.41
	"Wyoming"	"56"	"2012"	"2012"	1346	500904	268.71
	"Wyoming"	"56"	"2013"	"2013"	1328	503969	263.51
	"Wyoming"	"56"	"2014"	"2014"	1398	502512	278.20
	"Wyoming"	"56"	"2015"	"2015"	1433	501408	285.80
	"Wyoming"	"56"	"2016"	"2016"	1362	497689	273.66
"Total"	"Wyoming"	"56"			22581	8487210	266.06
"Total"					11967717	4720277277	253.54
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title: Under-65: Mortality rates for all causes by state, 1999-2016"
"Single-Year Ages: < 1 year; 1 year; 2 years; 3 years; 4 years; 5 years; 6 years; 7 years; 8 years; 9 years; 10 years; 11 years;"
"12 years; 13 years; 14 years; 15 years; 16 years; 17 years; 18 years; 19 years; 20 years; 21 years; 22 years; 23 years; 24"
"years; 25 years; 26 years; 27 years; 28 years; 29 years; 30 years; 31 years; 32 years; 33 years; 34 years; 35 years; 36 years;"
"37 years; 38 years; 39 years; 40 years; 41 years; 42 years; 43 years; 44 years; 45 years; 46 years; 47 years; 48 years; 49"
"years; 50 years; 51 years; 52 years; 53 years; 54 years; 55 years; 56 years; 57 years; 58 years; 59 years; 60 years; 61 years;"
"62 years; 63 years; 64 years"
"Year/Month: 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jun 6, 2019 10:49:06 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jun 6, 2019 10:49:06 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
