"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"2000"	"2000"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	107	5488935	1.95
	"Massachusetts"	"25"	"2000"	"2000"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	345	5488935	6.29
	"Massachusetts"	"25"	"2001"	"2001"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	281	5540287	5.07
	"Massachusetts"	"25"	"2001"	"2001"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1341	5540287	24.20
	"Massachusetts"	"25"	"2001"	"2001"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	292	5540287	5.27
	"Massachusetts"	"25"	"2001"	"2001"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	123	5540287	2.22
	"Massachusetts"	"25"	"2001"	"2001"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	365	5540287	6.59
	"Massachusetts"	"25"	"2002"	"2002"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	311	5562194	5.59
	"Massachusetts"	"25"	"2002"	"2002"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1390	5562194	24.99
	"Massachusetts"	"25"	"2002"	"2002"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	287	5562194	5.16
	"Massachusetts"	"25"	"2002"	"2002"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	146	5562194	2.62
	"Massachusetts"	"25"	"2002"	"2002"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	372	5562194	6.69
	"Massachusetts"	"25"	"2003"	"2003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	304	5568936	5.46
	"Massachusetts"	"25"	"2003"	"2003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1375	5568936	24.69
	"Massachusetts"	"25"	"2003"	"2003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	286	5568936	5.14
	"Massachusetts"	"25"	"2003"	"2003"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	116	5568936	2.08
	"Massachusetts"	"25"	"2003"	"2003"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	373	5568936	6.70
	"Massachusetts"	"25"	"2004"	"2004"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	284	5561375	5.11
	"Massachusetts"	"25"	"2004"	"2004"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1320	5561375	23.74
	"Massachusetts"	"25"	"2004"	"2004"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	279	5561375	5.02
	"Massachusetts"	"25"	"2004"	"2004"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	98	5561375	1.76
	"Massachusetts"	"25"	"2004"	"2004"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	356	5561375	6.40
	"Massachusetts"	"25"	"2005"	"2005"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	298	5553275	5.37
	"Massachusetts"	"25"	"2005"	"2005"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1200	5553275	21.61
	"Massachusetts"	"25"	"2005"	"2005"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	270	5553275	4.86
	"Massachusetts"	"25"	"2005"	"2005"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	140	5553275	2.52
	"Massachusetts"	"25"	"2005"	"2005"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	405	5553275	7.29
	"Massachusetts"	"25"	"2006"	"2006"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	270	5558852	4.86
	"Massachusetts"	"25"	"2006"	"2006"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1169	5558852	21.03
	"Massachusetts"	"25"	"2006"	"2006"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	246	5558852	4.43
	"Massachusetts"	"25"	"2006"	"2006"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	135	5558852	2.43
	"Massachusetts"	"25"	"2006"	"2006"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	403	5558852	7.25
	"Massachusetts"	"25"	"2007"	"2007"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	290	5571376	5.21
	"Massachusetts"	"25"	"2007"	"2007"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1259	5571376	22.60
	"Massachusetts"	"25"	"2007"	"2007"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	240	5571376	4.31
	"Massachusetts"	"25"	"2007"	"2007"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	111	5571376	1.99
	"Massachusetts"	"25"	"2007"	"2007"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	447	5571376	8.02
	"Massachusetts"	"25"	"2008"	"2008"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	251	5591793	4.49
	"Massachusetts"	"25"	"2008"	"2008"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1183	5591793	21.16
	"Massachusetts"	"25"	"2008"	"2008"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	262	5591793	4.69
	"Massachusetts"	"25"	"2008"	"2008"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	141	5591793	2.52
	"Massachusetts"	"25"	"2008"	"2008"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	442	5591793	7.90
	"Massachusetts"	"25"	"2009"	"2009"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	255	5625927	4.53
	"Massachusetts"	"25"	"2009"	"2009"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1240	5625927	22.04
	"Massachusetts"	"25"	"2009"	"2009"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	255	5625927	4.53
	"Massachusetts"	"25"	"2009"	"2009"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	159	5625927	2.83
	"Massachusetts"	"25"	"2009"	"2009"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	470	5625927	8.35
	"Massachusetts"	"25"	"2010"	"2010"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	242	5644905	4.29
	"Massachusetts"	"25"	"2010"	"2010"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1228	5644905	21.75
	"Massachusetts"	"25"	"2010"	"2010"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	251	5644905	4.45
	"Massachusetts"	"25"	"2010"	"2010"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	124	5644905	2.20
	"Massachusetts"	"25"	"2010"	"2010"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	520	5644905	9.21
	"Massachusetts"	"25"	"2011"	"2011"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	256	5665647	4.52
	"Massachusetts"	"25"	"2011"	"2011"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1200	5665647	21.18
	"Massachusetts"	"25"	"2011"	"2011"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	227	5665647	4.01
	"Massachusetts"	"25"	"2011"	"2011"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	144	5665647	2.54
	"Massachusetts"	"25"	"2011"	"2011"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	522	5665647	9.21
	"Massachusetts"	"25"	"2012"	"2012"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	269	5687650	4.73
	"Massachusetts"	"25"	"2012"	"2012"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1132	5687650	19.90
	"Massachusetts"	"25"	"2012"	"2012"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	235	5687650	4.13
	"Massachusetts"	"25"	"2012"	"2012"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	127	5687650	2.23
	"Massachusetts"	"25"	"2012"	"2012"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	537	5687650	9.44
	"Massachusetts"	"25"	"2013"	"2013"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	282	5703512	4.94
	"Massachusetts"	"25"	"2013"	"2013"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1139	5703512	19.97
	"Massachusetts"	"25"	"2013"	"2013"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	211	5703512	3.70
	"Massachusetts"	"25"	"2013"	"2013"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	145	5703512	2.54
	"Massachusetts"	"25"	"2013"	"2013"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	496	5703512	8.70
	"Massachusetts"	"25"	"2014"	"2014"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	273	5729171	4.77
	"Massachusetts"	"25"	"2014"	"2014"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1106	5729171	19.30
	"Massachusetts"	"25"	"2014"	"2014"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	236	5729171	4.12
	"Massachusetts"	"25"	"2014"	"2014"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	176	5729171	3.07
	"Massachusetts"	"25"	"2014"	"2014"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	513	5729171	8.95
	"Massachusetts"	"25"	"2015"	"2015"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	349	5749200	6.07
	"Massachusetts"	"25"	"2015"	"2015"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1084	5749200	18.85
	"Massachusetts"	"25"	"2015"	"2015"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	252	5749200	4.38
	"Massachusetts"	"25"	"2015"	"2015"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	132	5749200	2.30
	"Massachusetts"	"25"	"2015"	"2015"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	557	5749200	9.69
	"Massachusetts"	"25"	"2016"	"2016"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	283	5737815	4.93
	"Massachusetts"	"25"	"2016"	"2016"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	979	5737815	17.06
	"Massachusetts"	"25"	"2016"	"2016"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	231	5737815	4.03
	"Massachusetts"	"25"	"2016"	"2016"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	131	5737815	2.28
	"Massachusetts"	"25"	"2016"	"2016"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	539	5737815	9.39
	"Michigan"	"26"	"1999"	"1999"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	614	8682543	7.07
	"Michigan"	"26"	"1999"	"1999"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3498	8682543	40.29
	"Michigan"	"26"	"1999"	"1999"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	694	8682543	7.99
	"Michigan"	"26"	"1999"	"1999"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	265	8682543	3.05
	"Michigan"	"26"	"1999"	"1999"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	827	8682543	9.52
	"Michigan"	"26"	"2000"	"2000"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	579	8719426	6.64
	"Michigan"	"26"	"2000"	"2000"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3405	8719426	39.05
	"Michigan"	"26"	"2000"	"2000"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	711	8719426	8.15
	"Michigan"	"26"	"2000"	"2000"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	282	8719426	3.23
	"Michigan"	"26"	"2000"	"2000"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	797	8719426	9.14
	"Michigan"	"26"	"2001"	"2001"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	611	8764861	6.97
	"Michigan"	"26"	"2001"	"2001"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3297	8764861	37.62
	"Michigan"	"26"	"2001"	"2001"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	658	8764861	7.51
	"Michigan"	"26"	"2001"	"2001"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	290	8764861	3.31
	"Michigan"	"26"	"2001"	"2001"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	886	8764861	10.11
	"Michigan"	"26"	"2002"	"2002"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	694	8785547	7.90
	"Michigan"	"26"	"2002"	"2002"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3335	8785547	37.96
	"Michigan"	"26"	"2002"	"2002"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	731	8785547	8.32
	"Michigan"	"26"	"2002"	"2002"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	262	8785547	2.98
	"Michigan"	"26"	"2002"	"2002"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	926	8785547	10.54
	"Michigan"	"26"	"2003"	"2003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	617	8802578	7.01
	"Michigan"	"26"	"2003"	"2003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3385	8802578	38.45
	"Michigan"	"26"	"2003"	"2003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	710	8802578	8.07
	"Michigan"	"26"	"2003"	"2003"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	263	8802578	2.99
	"Michigan"	"26"	"2003"	"2003"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	902	8802578	10.25
	"Michigan"	"26"	"2004"	"2004"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	689	8808272	7.82
	"Michigan"	"26"	"2004"	"2004"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3315	8808272	37.64
	"Michigan"	"26"	"2004"	"2004"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	621	8808272	7.05
	"Michigan"	"26"	"2004"	"2004"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	250	8808272	2.84
	"Michigan"	"26"	"2004"	"2004"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	962	8808272	10.92
	"Michigan"	"26"	"2005"	"2005"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	720	8795871	8.19
	"Michigan"	"26"	"2005"	"2005"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3477	8795871	39.53
	"Michigan"	"26"	"2005"	"2005"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	657	8795871	7.47
	"Michigan"	"26"	"2005"	"2005"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	233	8795871	2.65
	"Michigan"	"26"	"2005"	"2005"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	948	8795871	10.78
	"Michigan"	"26"	"2006"	"2006"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	759	8766638	8.66
	"Michigan"	"26"	"2006"	"2006"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3354	8766638	38.26
	"Michigan"	"26"	"2006"	"2006"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	609	8766638	6.95
	"Michigan"	"26"	"2006"	"2006"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	214	8766638	2.44
	"Michigan"	"26"	"2006"	"2006"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	980	8766638	11.18
	"Michigan"	"26"	"2007"	"2007"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	709	8710046	8.14
	"Michigan"	"26"	"2007"	"2007"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3376	8710046	38.76
	"Michigan"	"26"	"2007"	"2007"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	653	8710046	7.50
	"Michigan"	"26"	"2007"	"2007"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	234	8710046	2.69
	"Michigan"	"26"	"2007"	"2007"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	961	8710046	11.03
	"Michigan"	"26"	"2008"	"2008"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	674	8625868	7.81
	"Michigan"	"26"	"2008"	"2008"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3179	8625868	36.85
	"Michigan"	"26"	"2008"	"2008"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	650	8625868	7.54
	"Michigan"	"26"	"2008"	"2008"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	287	8625868	3.33
	"Michigan"	"26"	"2008"	"2008"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1014	8625868	11.76
	"Michigan"	"26"	"2009"	"2009"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	708	8557968	8.27
	"Michigan"	"26"	"2009"	"2009"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3044	8557968	35.57
	"Michigan"	"26"	"2009"	"2009"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	608	8557968	7.10
	"Michigan"	"26"	"2009"	"2009"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	320	8557968	3.74
	"Michigan"	"26"	"2009"	"2009"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	978	8557968	11.43
	"Michigan"	"26"	"2010"	"2010"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	648	8522110	7.60
	"Michigan"	"26"	"2010"	"2010"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3164	8522110	37.13
	"Michigan"	"26"	"2010"	"2010"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	663	8522110	7.78
	"Michigan"	"26"	"2010"	"2010"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	251	8522110	2.95
	"Michigan"	"26"	"2010"	"2010"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1081	8522110	12.68
	"Michigan"	"26"	"2011"	"2011"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	694	8487032	8.18
	"Michigan"	"26"	"2011"	"2011"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3421	8487032	40.31
	"Michigan"	"26"	"2011"	"2011"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	634	8487032	7.47
	"Michigan"	"26"	"2011"	"2011"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	281	8487032	3.31
	"Michigan"	"26"	"2011"	"2011"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1034	8487032	12.18
	"Michigan"	"26"	"2012"	"2012"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	662	8440646	7.84
	"Michigan"	"26"	"2012"	"2012"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3265	8440646	38.68
	"Michigan"	"26"	"2012"	"2012"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	628	8440646	7.44
	"Michigan"	"26"	"2012"	"2012"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	227	8440646	2.69
	"Michigan"	"26"	"2012"	"2012"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1082	8440646	12.82
	"Michigan"	"26"	"2013"	"2013"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	727	8408029	8.65
	"Michigan"	"26"	"2013"	"2013"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3238	8408029	38.51
	"Michigan"	"26"	"2013"	"2013"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	600	8408029	7.14
	"Michigan"	"26"	"2013"	"2013"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	310	8408029	3.69
	"Michigan"	"26"	"2013"	"2013"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1089	8408029	12.95
	"Michigan"	"26"	"2014"	"2014"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	752	8379825	8.97
	"Michigan"	"26"	"2014"	"2014"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3344	8379825	39.91
	"Michigan"	"26"	"2014"	"2014"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	577	8379825	6.89
	"Michigan"	"26"	"2014"	"2014"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	322	8379825	3.84
	"Michigan"	"26"	"2014"	"2014"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1140	8379825	13.60
	"Michigan"	"26"	"2015"	"2015"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	777	8351905	9.30
	"Michigan"	"26"	"2015"	"2015"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3084	8351905	36.93
	"Michigan"	"26"	"2015"	"2015"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	650	8351905	7.78
	"Michigan"	"26"	"2015"	"2015"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	287	8351905	3.44
	"Michigan"	"26"	"2015"	"2015"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1174	8351905	14.06
	"Michigan"	"26"	"2016"	"2016"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	714	8316545	8.59
	"Michigan"	"26"	"2016"	"2016"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3217	8316545	38.68
	"Michigan"	"26"	"2016"	"2016"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	613	8316545	7.37
	"Michigan"	"26"	"2016"	"2016"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	318	8316545	3.82
	"Michigan"	"26"	"2016"	"2016"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1139	8316545	13.70
	"Minnesota"	"27"	"1999"	"1999"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	222	4281182	5.19
	"Minnesota"	"27"	"1999"	"1999"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	948	4281182	22.14
	"Minnesota"	"27"	"1999"	"1999"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	229	4281182	5.35
	"Minnesota"	"27"	"1999"	"1999"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	75	4281182	1.75
	"Minnesota"	"27"	"1999"	"1999"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	374	4281182	8.74
	"Minnesota"	"27"	"2000"	"2000"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	227	4325213	5.25
	"Minnesota"	"27"	"2000"	"2000"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	837	4325213	19.35
	"Minnesota"	"27"	"2000"	"2000"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	235	4325213	5.43
	"Minnesota"	"27"	"2000"	"2000"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	59	4325213	1.36
	"Minnesota"	"27"	"2000"	"2000"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	383	4325213	8.86
	"Minnesota"	"27"	"2001"	"2001"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	252	4383925	5.75
	"Minnesota"	"27"	"2001"	"2001"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	959	4383925	21.88
	"Minnesota"	"27"	"2001"	"2001"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	211	4383925	4.81
	"Minnesota"	"27"	"2001"	"2001"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	44	4383925	1.00
	"Minnesota"	"27"	"2001"	"2001"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	412	4383925	9.40
	"Minnesota"	"27"	"2002"	"2002"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	236	4416093	5.34
	"Minnesota"	"27"	"2002"	"2002"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	866	4416093	19.61
	"Minnesota"	"27"	"2002"	"2002"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	207	4416093	4.69
	"Minnesota"	"27"	"2002"	"2002"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	60	4416093	1.36
	"Minnesota"	"27"	"2002"	"2002"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	424	4416093	9.60
	"Minnesota"	"27"	"2003"	"2003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	256	4445002	5.76
	"Minnesota"	"27"	"2003"	"2003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	858	4445002	19.30
	"Minnesota"	"27"	"2003"	"2003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	204	4445002	4.59
	"Minnesota"	"27"	"2003"	"2003"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	59	4445002	1.33
	"Minnesota"	"27"	"2003"	"2003"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	436	4445002	9.81
	"Minnesota"	"27"	"2004"	"2004"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	236	4473494	5.28
	"Minnesota"	"27"	"2004"	"2004"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	837	4473494	18.71
	"Minnesota"	"27"	"2004"	"2004"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	226	4473494	5.05
	"Minnesota"	"27"	"2004"	"2004"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	53	4473494	1.18
	"Minnesota"	"27"	"2004"	"2004"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	468	4473494	10.46
	"Minnesota"	"27"	"2005"	"2005"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	255	4499827	5.67
	"Minnesota"	"27"	"2005"	"2005"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	877	4499827	19.49
	"Minnesota"	"27"	"2005"	"2005"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	240	4499827	5.33
	"Minnesota"	"27"	"2005"	"2005"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	61	4499827	1.36
	"Minnesota"	"27"	"2005"	"2005"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	479	4499827	10.64
	"Minnesota"	"27"	"2006"	"2006"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	245	4533149	5.40
	"Minnesota"	"27"	"2006"	"2006"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	829	4533149	18.29
	"Minnesota"	"27"	"2006"	"2006"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	246	4533149	5.43
	"Minnesota"	"27"	"2006"	"2006"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	50	4533149	1.10
	"Minnesota"	"27"	"2006"	"2006"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	484	4533149	10.68
	"Minnesota"	"27"	"2007"	"2007"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	248	4564891	5.43
	"Minnesota"	"27"	"2007"	"2007"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	784	4564891	17.17
	"Minnesota"	"27"	"2007"	"2007"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	234	4564891	5.13
